EmployerName,EmployerSize,Section,DiffMeanPercent
ELEANOR NURSING AND SOCIAL CARE LIMITED,500 to 999,Q,9.28
ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,1000 to 4999,M,52.480000000000004
Elizabeth Arden (UK) Ltd,250 to 499,G,79.0764
ELIZABETH FINN HOMES LIMITED,500 to 999,Q,9.9613
EMC COMPUTER SYSTEMS (U.K.) LIMITED,1000 to 4999,J,31.6536
EMC EUROPE LIMITED,500 to 999,J,41.2115
Emcor Group (UK) PLC,1000 to 4999,F,24.3236
Emcor Group (UK) PLC,1000 to 4999,F,24.3236
Emcor Group (UK) PLC,1000 to 4999,N,24.3236
EMIRATES AIRLINE LIMITED,500 to 999,T,20.7081
EMPARK UK LIMITED,250 to 499,N,-16.107
EMPIRE CINEMAS LIMITED,500 to 999,J,3.072
ENDEMOL SHINE GROUP LIMITED,250 to 499,J,-3.1925
ENDEMOL SHINE GROUP LIMITED,250 to 499,J,-3.1925
Enfield Council,1000 to 4999,O,4.5
Enfield Learning Trust,500 to 999,P,3.3
ENGIE REGENERATION LIMITED,1000 to 4999,F,42.1344
ENGINE PEOPLE UK LIMITED,500 to 999,N,25.83
ENGLAND AND WALES CRICKET BOARD LIMITED,250 to 499,R,69.106
ENIGMA INDUSTRIAL SERVICES LTD,500 to 999,F,48.1984
ENIGMA INDUSTRIAL SERVICES LTD,500 to 999,F,48.1984
ENIGMA INDUSTRIAL SERVICES LTD,500 to 999,N,48.1984
ENIGMA INDUSTRIAL SERVICES LTD,500 to 999,N,48.1984
ENOTRIA WINECELLARS LIMITED,250 to 499,G,-1.0164
ENQUEST BRITAIN LIMITED,500 to 999,B,45.4005
ENSCO OFFSHORE U.K. LIMITED,500 to 999,B,24.5374
ENTRUST SUPPORT SERVICES LIMITED,500 to 999,K,5.6129
ENVIRONMENTAL RESOURCES MANAGEMENT LIMITED,250 to 499,M,37.3709
ENVIRONMENTAL RESOURCES MANAGEMENT LIMITED,250 to 499,M,37.3709
Epsom and St Helier University Hospitals NHS Trust,1000 to 4999,Q,30.48
EQUIFAX LIMITED,250 to 499,N,9.693
EQUINIX (SERVICES) LIMITED,250 to 499,N,34.2562
EQUINIX (UK) LIMITED,250 to 499,N,14.5705
EQUINOR UK LIMITED,250 to 499,B,40.124
EQUION ENERGIA LIMITED,250 to 499,B,4.549600000000001
EQUION ENERGIA LIMITED,250 to 499,B,4.549600000000001
ERA HOME SECURITY LIMITED,250 to 499,C,44.795
ERA HOME SECURITY LIMITED,250 to 499,C,44.795
ERA HOME SECURITY LIMITED,250 to 499,C,44.795
ERITH CONTRACTORS LIMITED,250 to 499,E,55.4975
ERITH CONTRACTORS LIMITED,250 to 499,E,55.4975
ERITH CONTRACTORS LIMITED,250 to 499,F,55.4975
ERITH CONTRACTORS LIMITED,250 to 499,F,55.4975
ERNST & YOUNG SERVICES LIMITED,"5000 to 19,999",N,27.528000000000002
ERS ADMINISTRATION SERVICES LIMITED,500 to 999,K,48.5837
ESSENCE GLOBAL LIMITED,250 to 499,M,41.315999999999995
ESTEE LAUDER COSMETICS LIMITED,"5000 to 19,999",G,62.695800000000006
ETC VENUES LIMITED,250 to 499,L,-4.6232999999999995
Etc Venues Parent Holdings Ltd,250 to 499,N,-4.6232999999999995
ETC.VENUES BIDCO LIMITED,250 to 499,K,-4.6232999999999995
ETC.VENUES BIDCO LIMITED,250 to 499,L,-4.6232999999999995
ETC.VENUES NEWCO LIMITED,250 to 499,K,-4.6232999999999995
ETC.VENUES NEWCO LIMITED,250 to 499,L,-4.6232999999999995
ETM GROUP LIMITED,250 to 499,N,-6.987
EULER HERMES SERVICES UK LIMITED,250 to 499,K,51.4556
EULER HERMES SERVICES UK LIMITED,250 to 499,N,51.4556
EURO CAR PARKS LIMITED,250 to 499,H,-2.9044000000000003
EUROMONEY TRADING LIMITED,500 to 999,M,37.336
EUROMONITOR INTERNATIONAL LIMITED,250 to 499,J,28.891
EUROSTAR INTERNATIONAL LIMITED,1000 to 4999,H,25.930500000000002
EVANDER GLAZING AND LOCKS LIMITED,500 to 999,F,12.876999999999999
EVANDER GLAZING AND LOCKS LIMITED,500 to 999,F,12.876999999999999
EVANDER GLAZING AND LOCKS LIMITED,500 to 999,F,12.876999999999999
EVANDER GLAZING AND LOCKS LIMITED,500 to 999,F,12.876999999999999
EVENING STANDARD LIMITED,250 to 499,J,21.1012
EVERISCONSULTANCY LIMITED,250 to 499,J,21.39
EVERISCONSULTANCY LIMITED,250 to 499,J,21.39
EVERISCONSULTANCY LIMITED,250 to 499,J,21.39
EVERISCONSULTANCY LIMITED,250 to 499,M,21.39
EVERYMAN MEDIA LIMITED,500 to 999,J,-10.863599999999998
EVOLVE HOSPITALITY RECRUITMENT LTD,1000 to 4999,N,15.2928
EXCEED UMBRELLA LIMITED,500 to 999,N,20.360899999999997
EXCELCARE (HOME CARE DIVISION) LIMITED,250 to 499,Q,4.8279
EXCHANGE HOUSE SERVICES LIMITED,1000 to 4999,M,26.3846
EXPEDIA.COM LIMITED,1000 to 4999,N,43.5875
EXPEDIA.COM LIMITED,1000 to 4999,N,43.5875
EXPEDITORS INTERNATIONAL (UK) LIMITED,500 to 999,H,34.4
EXPERIS LIMITED,250 to 499,N,33.824
EXPLEO TECHNOLOGY UK LIMITED,250 to 499,J,33.33
EXPLEO TECHNOLOGY UK LIMITED,250 to 499,J,33.33
EXPONENTIAL-E LIMITED,250 to 499,J,56.285999999999994
Express Newspapers,500 to 999,J,22.241999999999997
Exterion Media (Uk) Limited,250 to 499,M,11.7132
F I L MARKET RESEARCH LIMITED,250 to 499,M,-13.86
F.HINDS LIMITED,500 to 999,G,54.52
FACEBOOK UK LTD,1000 to 4999,M,2.5902000000000003
FACEBOOK UK LTD,1000 to 4999,N,2.5902000000000003
FACILICOM CLEANING SERVICES LIMITED,1000 to 4999,N,7.744999999999999
FACTSET EUROPE LIMITED,250 to 499,J,10.166
FAIR ISAAC SERVICES LIMITED,250 to 499,J,50.5908
FALCK FIRE SERVICES UK LIMITED,250 to 499,Q,15.36
FALCK UK AMBULANCE SERVICE LIMITED,500 to 999,H,-9.495800000000001
Family Action,500 to 999,Q,7.244299999999999
FARA ENTERPRISES LIMITED,Less than 250,G,5.090400000000001
FARFETCH UK LIMITED,250 to 499,G,44.2077
FCFM GROUP INVESTMENTS VI  LIMITED,250 to 499,K,13.761099999999999
FDA Union,Less than 250,S,26.1248
FDM GROUP LIMITED,1000 to 4999,J,6.7887
FDM GROUP LIMITED,1000 to 4999,J,6.7887
FDM GROUP LIMITED,1000 to 4999,N,6.7887
FENNIES DAY NURSERIES  LIMITED,250 to 499,P,-512.0
FERA SCIENCE LIMITED,250 to 499,M,28.1501
FERROVIAL AGROMAN (UK) LIMITED,250 to 499,F,37.6295
FERROVIAL AGROMAN (UK) LIMITED,250 to 499,F,37.6295
FERROVIAL AGROMAN (UK) LIMITED,250 to 499,F,37.6295
FERROVIAL AGROMAN (UK) LIMITED,250 to 499,F,37.6295
FEXCO LIMITED,250 to 499,K,18.839999999999996
FIDESSA TRADING UK LIMITED,1000 to 4999,J,24.8196
FIDESSA TRADING UK LIMITED,1000 to 4999,J,24.8196
FIDESSA TRADING UK LIMITED,1000 to 4999,J,24.8196
FIELDROSE LIMITED,1000 to 4999,I,-1.3679999999999999
FIL INVESTMENT MANAGEMENT LIMITED,"5000 to 19,999",M,40.6392
FINANCIAL OMBUDSMAN SERVICE LIMITED,1000 to 4999,S,8.1004
FINANCIAL TIMES LIMITED(THE),1000 to 4999,J,30.228
FINASTRA INTERNATIONAL LIMITED,250 to 499,J,69.81
FIRMDALE HOTELS PLC,1000 to 4999,I,0.3275
FIRST CORPORATE SHIPPING LIMITED,500 to 999,S,23.575200000000002
FIRST MTR SOUTH WESTERN TRAINS LIMITED,"5000 to 19,999",H,19.330800000000004
FIRST RATE EXCHANGE SERVICES LIMITED,250 to 499,K,48.8488
FIRST RATE EXCHANGE SERVICES LIMITED,250 to 499,K,48.8488
FIRST RATE EXCHANGE SERVICES LIMITED,250 to 499,N,48.8488
FIRST STATE INVESTMENT SERVICES (UK) LIMITED,250 to 499,K,61.644
FIRST TRANSPENNINE EXPRESS LIMITED,1000 to 4999,H,9.2736
FIRSTGROUP HOLDINGS LIMITED,250 to 499,M,59.7303
FIRSTPOINT HEALTHCARE LIMITED,Less than 250,N,-3.8799000000000006
FIRSTPOINT HEALTHCARE LIMITED,Less than 250,N,-3.8799000000000006
FIRSTPOINT HOMECARE LIMITED,250 to 499,Q,4.3245
FIRSTSOURCE SOLUTIONS UK LIMITED,1000 to 4999,N,1.8353999999999997
FIRSTSOURCE SOLUTIONS UK LIMITED,1000 to 4999,N,1.8353999999999997
FIRSTSOURCE SOLUTIONS UK LIMITED,1000 to 4999,N,1.8353999999999997
FIS Systems Limited,250 to 499,J,44.1051
FIT FOR SPORT LIMITED,500 to 999,P,7.8942000000000005
FIT FOR SPORT LIMITED,500 to 999,R,7.8942000000000005
FITCH RATINGS LTD,500 to 999,K,40.505399999999995
FITTLEWORTH MEDICAL LIMITED,250 to 499,G,9.724
FITTLEWORTH MEDICAL LIMITED,250 to 499,G,9.724
FITTLEWORTH MEDICAL LIMITED,250 to 499,G,9.724
FITTLEWORTH MEDICAL LIMITED,250 to 499,Q,9.724
FIVE GUYS JV LIMITED,1000 to 4999,I,8.429400000000001
FLEXY CORPORATION LTD,250 to 499,N,-33.6809
FLIGHT CENTRE (UK) LIMITED,1000 to 4999,N,14.3
FLUID OPTIONS UK LIMITED,500 to 999,S,16.855999999999998
Fnz (UK) Ltd,250 to 499,K,44.049600000000005
Food Standards Agency,1000 to 4999,O,-9.3837
FOOTBALL ASSOCIATION LIMITED,500 to 999,R,22.5617
FORCE INDIA FORMULA ONE TEAM LIMITED,250 to 499,C,-1.7556
FORCE INDIA FORMULA ONE TEAM LIMITED,250 to 499,C,-1.7556
FORE STREET EMPLOYMENT AGENCY LIMITED,250 to 499,N,0.0
Foreign & Commonwealth Office,1000 to 4999,O,9.970199999999998
FORESIGHT GROUP INTERNATIONAL UK LTD,Less than 250,N,44.5096
FORMULA ONE MANAGEMENT LIMITED,250 to 499,J,46.6358
FORMULA ONE MANAGEMENT LIMITED,250 to 499,J,46.6358
FORMULA ONE MANAGEMENT LIMITED,250 to 499,R,46.6358
FORTNUM & MASON PUBLIC LIMITED COMPANY,500 to 999,G,-2.7896
FORTNUM & MASON PUBLIC LIMITED COMPANY,500 to 999,I,-2.7896
FORTNUM & MASON PUBLIC LIMITED COMPANY,500 to 999,I,-2.7896
FOSTER + PARTNERS GROUP LIMITED,1000 to 4999,K,42.525299999999994
FOURTH LIMITED,250 to 499,J,45.657
FOXTONS LIMITED,1000 to 4999,L,45.6374
FPS PAYROLL LIMITED,500 to 999,N,17.023500000000002
FRAMESTORE LIMITED(THE),1000 to 4999,J,20.0239
FRAMESTORE LIMITED(THE),1000 to 4999,J,20.0239
Francis Holland (Church Of England) Schools Trust(The),250 to 499,P,7.002299999999999
Francis Holland (Church Of England) Schools Trust(The),250 to 499,P,7.002299999999999
FRANCO MANCA 2 UK LIMITED,500 to 999,I,5.757000000000001
FRANKLIN TEMPLETON GLOBAL INVESTORS LIMITED,Less than 250,K,26.9872
FRANKLIN TEMPLETON INVESTMENT MANAGEMENT LIMITED,Less than 250,K,76.29459999999999
FRED PERRY LIMITED,250 to 499,C,18.759
FREEDOM SPORTSLINE LIMITED,500 to 999,G,19.5092
FREIGHTLINER HEAVY HAUL LIMITED,500 to 999,H,63.36
FREIGHTLINER LIMITED,1000 to 4999,H,19.35
FREIGHTLINER LIMITED,1000 to 4999,H,19.35
FREMANTLEMEDIA GROUP LIMITED,500 to 999,M,16.200000000000003
FRENCH CONNECTION UK LIMITED,500 to 999,G,6.6385000000000005
FRENCH CONNECTION UK LIMITED,500 to 999,G,6.6385000000000005
FRESH & WILD LIMITED,500 to 999,G,8.1972
FRESH PROPERTY GROUP LTD,250 to 499,I,4.949999999999999
FRESHFIELDS SERVICE COMPANY,1000 to 4999,N,7.5639
FRESHFIELDS SERVICE COMPANY,1000 to 4999,N,7.5639
Friends Of The Elderly,500 to 999,Q,-0.5549999999999999
Friends Of The Elderly,500 to 999,Q,-0.5549999999999999
FRONTIER AGRICULTURE LIMITED,500 to 999,A,62.06400000000001
FRONTIER AGRICULTURE LIMITED,500 to 999,A,62.06400000000001
FUJITSU SERVICES LIMITED,"5000 to 19,999",J,25.3272
FUJITSU SERVICES LIMITED,"5000 to 19,999",J,25.3272
FUJITSU SERVICES LIMITED,"5000 to 19,999",J,25.3272
FUJITSU SERVICES LIMITED,"5000 to 19,999",S,25.3272
FULHAM FOOTBALL CLUB LIMITED,500 to 999,R,79.2545
Fuller Smith & Turner PLC,"5000 to 19,999",I,10.5456
Fuller Smith & Turner PLC,"5000 to 19,999",I,10.5456
FUNDING CIRCLE HOLDINGS PLC,250 to 499,N,30.36
Fusion Lifestyle,1000 to 4999,R,-23.68
Future Academies,250 to 499,P,31.6
Future Academies,250 to 499,P,31.6
Future Home Care Ltd.,500 to 999,Q,-1.0
Future Home Care Ltd.,500 to 999,Q,-1.0
G K R SCAFFOLDING LIMITED,250 to 499,F,12.8982
G L HEARN LIMITED,250 to 499,M,76.626
G.J.B. TRADING LIMITED,500 to 999,G,-3.2992
G4S AVIATION SERVICES (UK) LIMITED,500 to 999,N,8.2096
G4S CARE AND JUSTICE SERVICES (UK) LIMITED,1000 to 4999,O,1.2231
G4S CASH SOLUTIONS (UK) LIMITED,1000 to 4999,N,28.8351
G4S FACILITIES MANAGEMENT (UK) LIMITED,1000 to 4999,N,15.487499999999999
G4S HEALTH SERVICES (UK) LIMITED,500 to 999,M,-16.7872
G4S HEALTH SERVICES (UK) LIMITED,500 to 999,O,-16.7872
G4S INVESTIGATION SOLUTIONS (UK) LIMITED,250 to 499,N,24.8094
G4S REGIONAL MANAGEMENT (UK & I) LIMITED,250 to 499,M,48.25959999999999
G4S REGIONAL MANAGEMENT (UK & I) LIMITED,250 to 499,N,48.25959999999999
G4S SECURE SOLUTIONS (UK) LIMITED,"5000 to 19,999",N,2.8798
G4S SECURITY SERVICES (UK) LIMITED,500 to 999,N,2.2617
GAIL'S LIMITED,500 to 999,I,0.0
GAIN CAPITAL UK LIMITED,250 to 499,K,36.56999999999999
GALLAGHER RISK & REWARD LIMITED,250 to 499,K,73.7656
GALLIFORD TRY EMPLOYMENT LIMITED,"5000 to 19,999",F,39.4665
GALM'S LIMITED,250 to 499,I,1.5972
GALM'S LIMITED,250 to 499,I,1.5972
GAMESYS LIMITED,250 to 499,J,20.884500000000003
GAMING TECHNOLOGY SOLUTIONS LIMITED,250 to 499,J,18.3147
GAMMA TELECOM HOLDINGS LIMITED,500 to 999,J,60.15450000000001
GAMMA TELECOM HOLDINGS LIMITED,500 to 999,N,60.15450000000001
GANT UK LIMITED,250 to 499,G,40.166599999999995
GANT UK LIMITED,250 to 499,G,40.166599999999995
GATE GOURMET LONDON LIMITED,1000 to 4999,I,31.871
GATWICK GROUND SERVICES LIMITED,250 to 499,M,-3.44
GAZPROM MARKETING & TRADING LIMITED,500 to 999,D,48.492
GAZPROM MARKETING & TRADING LIMITED,500 to 999,D,48.492
GAZPROM MARKETING & TRADING RETAIL LIMITED,250 to 499,D,25.811200000000003
GAZPROM MARKETING & TRADING RETAIL LIMITED,250 to 499,D,25.811200000000003
GB RAILFREIGHT LIMITED,500 to 999,H,19.25
GBT TRAVEL SERVICES UK LIMITED,500 to 999,N,43.1642
Gdst Academy Trust,250 to 499,P,41.319900000000004
Gdst Academy Trust,250 to 499,P,41.319900000000004
General Dental Council,250 to 499,O,10.784399999999998
GENERAL DYNAMICS UNITED KINGDOM LIMITED,1000 to 4999,O,29.187199999999997
GENERAL MILLS UK LIMITED,250 to 499,G,34.1208
GENERATE FS LIMITED,"5000 to 19,999",N,2.7495999999999996
GENOME RESEARCH LIMITED,1000 to 4999,M,19.4044
GENPACT (UK) LIMITED,250 to 499,N,44.696000000000005
GENUS UK LIMITED,1000 to 4999,G,46.9
GENUS UK LIMITED,1000 to 4999,G,46.9
GEODIS FF UNITED KINGDOM LTD.,250 to 499,H,42.75
GEODIS FF UNITED KINGDOM LTD.,250 to 499,H,42.75
GEODIS FF UNITED KINGDOM LTD.,250 to 499,H,42.75
GEODIS FF UNITED KINGDOM LTD.,250 to 499,H,42.75
GERMAN SWEDISH & FRENCH CAR PARTS LIMITED,1000 to 4999,G,20.212
GETRONICS SERVICES UK LIMITED,500 to 999,J,20.631000000000004
GETRONICS SERVICES UK LIMITED,500 to 999,J,20.631000000000004
GETRONICS SERVICES UK LIMITED,500 to 999,J,20.631000000000004
GETRONICS SERVICES UK LIMITED,500 to 999,S,20.631000000000004
GFI HOLDINGS LIMITED,250 to 499,K,63.72
GFK U.K. LIMITED,500 to 999,M,60.1683
GH LONDON GROUND HANDLING SERVICES LIMITED,250 to 499,H,4.3923
GIANT PROFESSIONAL LIMITED,1000 to 4999,N,32.52609999999999
GILEAD SCIENCES EUROPE LTD.,250 to 499,N,61.107200000000006
GIOMA (UK) LIMITED,500 to 999,I,3.3222000000000005
Girlguiding,250 to 499,S,-2.8289999999999997
GLAXOSMITHKLINE CONSUMER HEALTHCARE (UK) TRADING LIMITED,1000 to 4999,C,-1.8336
Glaxosmithkline Services Unlimited,"5000 to 19,999",M,2.8944000000000005
GLEEDS EMPLOYMENT SERVICES (BRISTOL),250 to 499,N,59.9523
Gleeds Employment Services (Nottingham),250 to 499,N,57.7456
Glencore UK Ltd.,250 to 499,K,45.694
GLH HOTELS LIMITED,1000 to 4999,M,4.4
GLOBAL DRAW LIMITED,250 to 499,J,-6.6
GLOBAL RADIO SERVICES LIMITED,1000 to 4999,N,45.551100000000005
GLOBAL RADIO SERVICES LIMITED,1000 to 4999,S,45.551100000000005
GlobalData PLC,500 to 999,M,46.594800000000006
GLOBALGRANGE LIMITED,1000 to 4999,I,11.9025
GLYN HOPKIN LIMITED,500 to 999,G,39.76
GLYN HOPKIN LIMITED,500 to 999,G,39.76
GMB,500 to 999,S,27.376299999999997
GODDARD VETERINARY GROUP,250 to 499,M,55.66
GOLDEN CHARTER LIMITED,250 to 499,M,32.76
GOLDIE HOTELS (2) LIMITED,500 to 999,T,-6.8999999999999995
GOLDIE HOTELS (3) LIMITED,250 to 499,N,-3.08
GOLDIE HOTELS (4) LIMITED,250 to 499,T,8.14
GOLDMAN SACHS (UK) SVC. LIMITED,1000 to 4999,N,25.185299999999998
Goldman Sachs International,1000 to 4999,K,84.3502
GOLIN/HARRIS INTERNATIONAL LIMITED,Less than 250,M,-15.552000000000001
GOOGLE UK LIMITED,1000 to 4999,N,28.12
GOURMET BURGER KITCHEN LIMITED,1000 to 4999,I,4.123600000000001
Government Legal Department,1000 to 4999,O,-0.2436
GOWRIE LAXMICO LIMITED,250 to 499,G,12.341999999999999
GPS (GREAT BRITAIN) LIMITED,1000 to 4999,G,10.729500000000002
GPS (GREAT BRITAIN) LIMITED,1000 to 4999,G,10.729500000000002
GPS (GREAT BRITAIN) LIMITED,1000 to 4999,G,10.729500000000002
GRACEWELL HEALTHCARE 1 LIMITED,250 to 499,Q,-37.722300000000004
Grant Thornton Business Services,1000 to 4999,M,32.74720000000001
GRATTE BROTHERS GROUP LIMITED,250 to 499,M,38.5281
GREAT ORMOND STREET HOSPITAL CHILDREN'S CHARITY,Less than 250,Q,19.1976
Great Ormond Street Hospital NHS Foundation Trust,1000 to 4999,Q,21.093799999999998
Greater London Authority,500 to 999,O,8.368300000000001
GREENERGY FLEXIGRID LIMITED,250 to 499,N,19.810500000000005
GREENERGY FUELS HOLDINGS LIMITED,250 to 499,N,34.3344
Greensleeves Homes Trust,1000 to 4999,Q,15.75
GREENWICH SERVICE PLUS LIMITED,500 to 999,H,28.220000000000002
GREENWICH SERVICE PLUS LIMITED,500 to 999,I,28.220000000000002
GREENWICH SERVICE PLUS LIMITED,500 to 999,I,28.220000000000002
GREENWICH SERVICE PLUS LIMITED,500 to 999,N,28.220000000000002
GREENZONE CLEANING & SUPPORT SERVICES LIMITED,1000 to 4999,N,4.946999999999999
GREGORY PARK HOLDING LIMITED,250 to 499,I,3.9999
GREY ADVERTISING LIMITED,250 to 499,M,37.8
GRIFFIN CATERING SERVICES LIMITED,1000 to 4999,S,1.3357
GRIMSHAW SERVICES LIMITED,Less than 250,M,21.6692
GROCERY DELIVERY E-SERVICES UK LTD.,250 to 499,N,-14.151999999999997
GROSVENOR ESTATE MANAGEMENT LIMITED,250 to 499,M,66.65509999999999
GROUNDWORK LONDON,250 to 499,Q,-5.2437000000000005
GROVE HR LIMITED,1000 to 4999,I,9.450000000000001
GROVE T5 LIMITED,250 to 499,I,8.6
GSF (LONDON) LTD,250 to 499,N,10.754299999999999
GSM LONDON LIMITED,250 to 499,P,-2.0538999999999996
GSM LONDON LIMITED,250 to 499,P,-2.0538999999999996
Guarding UK Ltd,500 to 999,O,-13.86
"GULFSTREAM AEROSPACE, LTD",250 to 499,N,47.839999999999996
Guy's & St Thomas' NHS Foundation Trust,"5000 to 19,999",O,21.558599999999995
Guy's & St Thomas' NHS Foundation Trust,"5000 to 19,999",Q,21.558599999999995
H & M SECURITY SERVICES LIMITED,250 to 499,N,0.6489
H M Government Cabinet Office,"5000 to 19,999",O,14.0302
H W FISHER LIMITED,250 to 499,M,14.552400000000002
H&M HENNES & MAURITZ UK LIMITED,"5000 to 19,999",G,5.6886
H. CLARKSON & COMPANY LIMITED,500 to 999,H,46.800000000000004
H.J. HEINZ FOODS UK LIMITED,250 to 499,G,49.0776
H.J. HEINZ MANUFACTURING UK LIMITED,500 to 999,C,-6.8558
H.R.Owen PLC,500 to 999,G,24.496000000000002
H.R.Owen PLC,500 to 999,G,24.496000000000002
H.R.Owen PLC,500 to 999,G,24.496000000000002
H.R.Owen PLC,500 to 999,G,24.496000000000002
Haberdashers' Aske's Federation Trust,500 to 999,P,19.7
Haberdashers' Aske's Federation Trust,500 to 999,P,19.7
HACHETTE UK LIMITED,500 to 999,J,52.257600000000004
HACKETT LIMITED,250 to 499,G,31.644000000000005
HAKKASAN LIMITED,500 to 999,I,5.5120000000000005
HALCROW GROUP LIMITED,1000 to 4999,M,38.7351
HALFORDS MEDIA (UK) LIMITED,250 to 499,N,30.1378
HAMILTON MAYDAY LIMITED,500 to 999,N,6.5
HAMLEYS OF LONDON LIMITED,500 to 999,G,10.5
HAMMERSMITH MEDICINES RESEARCH LIMITED,250 to 499,M,13.0
HAMMERSON GROUP MANAGEMENT LIMITED,Less than 250,M,79.0296
HAMMERSON OPERATIONS LIMITED,Less than 250,F,35.8888
HAMMERSON OPERATIONS LIMITED,Less than 250,L,35.8888
HAMMERSON OPERATIONS LIMITED,Less than 250,L,35.8888
HAMMERSON PLC,250 to 499,F,77.8696
HAMMERSON PLC,250 to 499,L,77.8696
HAMMERSON PLC,250 to 499,L,77.8696
HAMMERSON PLC,250 to 499,L,77.8696
HAMTON ENVIRONMENTAL SERVICES LIMITED,250 to 499,N,9.3795
HAMTON ENVIRONMENTAL SERVICES LIMITED,250 to 499,N,9.3795
HANDLE PAYROLL SOLUTIONS  LIMITED,250 to 499,N,14.409899999999999
HANDLE RECRUITMENT LIMITED,250 to 499,N,4.8178
HANDSALE LIMITED,250 to 499,L,0.7500000000000001
HANDSALE LIMITED,250 to 499,L,0.7500000000000001
HANDSALE LIMITED,250 to 499,Q,0.7500000000000001
HARBOUR & JONES LIMITED,500 to 999,I,8.6526
HARBOUR & JONES LIMITED,500 to 999,I,8.6526
HARD ROCK CAFE (UK) LIMITED,250 to 499,I,7.3528
Haringey Council,1000 to 4999,O,3.9
HARLEQUIN FOOTBALL CLUB LIMITED,250 to 499,R,92.8358
HARRIS AND HOOLE LIMITED,250 to 499,I,-9.256
Harris Federation,1000 to 4999,P,24.831000000000003
HARRODS AVIATION LIMITED,250 to 499,S,55.242000000000004
HARRODS LIMITED,1000 to 4999,G,4.368
Harrow College,250 to 499,P,8.0
HARROW GREEN LIMITED,500 to 999,H,-44.828
HARROW GREEN LIMITED,500 to 999,H,-44.828
HARRY RAMSDEN'S LIMITED,250 to 499,I,10.901000000000002
HARVEY & THOMPSON LIMITED,1000 to 4999,K,44.044
HARVEY NASH GROUP LIMITED,250 to 499,S,49.0084
HARVEY NICHOLS (OWN BRAND) STORES LIMITED,Less than 250,G,7.2467999999999995
HARVEY NICHOLS AND COMPANY LIMITED,500 to 999,G,-4.0535
HARVEY NICHOLS AND COMPANY LIMITED,500 to 999,I,-4.0535
HARVEY NICHOLS AND COMPANY LIMITED,500 to 999,I,-4.0535
HARVEY NICHOLS GROUP LIMITED,1000 to 4999,M,-4.9248
HARVEY NICHOLS REGIONAL STORES LIMITED,500 to 999,G,-3.7796000000000003
HARVEY NICHOLS REGIONAL STORES LIMITED,500 to 999,I,-3.7796000000000003
HASBRO U.K. LIMITED,250 to 499,H,28.471300000000003
HASBRO U.K. LIMITED,250 to 499,N,28.471300000000003
HAVAS MEDIA LIMITED,250 to 499,M,39.9026
HAYMARKET MEDIA GROUP LTD.,500 to 999,J,22.575
HAYS SPECIALIST RECRUITMENT LIMITED,"5000 to 19,999",N,11.8178
haysmacintyre,250 to 499,M,14.015999999999998
haysmacintyre,250 to 499,M,14.015999999999998
haysmacintyre,250 to 499,M,14.015999999999998
HCA INTERNATIONAL LIMITED,"5000 to 19,999",Q,19.311999999999998
HCL INSURANCE BPO SERVICES LIMITED,250 to 499,K,62.471
HCL INSURANCE BPO SERVICES LIMITED,250 to 499,M,62.471
HCL INSURANCE BPO SERVICES LIMITED,250 to 499,N,62.471
HCUC Corporation,500 to 999,P,13.408999999999999
HEADMASTERS SALONS LIMITED,250 to 499,S,10.3615
Health and Care Professions Council,250 to 499,O,3.8
HEALTH-ON-LINE COMPANY UK LIMITED,250 to 499,K,30.567
Heathrow Edwardian Hotel Ltd,250 to 499,I,12.08
HEATHROW EXPRESS OPERATING COMPANY LIMITED,250 to 499,H,-3.0856
HENDERSON ADMINISTRATION LIMITED,1000 to 4999,M,56.48760000000001
HERMES FUND MANAGERS LIMITED,250 to 499,K,44.361
HERTZ (U.K.) LIMITED,500 to 999,N,-2.7093999999999996
HICP LIMITED,1000 to 4999,I,6.901000000000001
HIGH SOCIETY UK LIMITED,250 to 499,N,0.5764
HIGHDORN CO. LIMITED,250 to 499,L,58.632000000000005
HIGHJAM MARKETING LIMITED,500 to 999,M,-4.2287
HIGOS INSURANCE SERVICES LIMITED,250 to 499,K,44.8
HILFIGER STORES LIMITED,1000 to 4999,G,0.8328
HILL & KNOWLTON LIMITED,250 to 499,N,24.6246
HINDUJA GLOBAL SOLUTIONS UK LIMITED,1000 to 4999,N,3.9203999999999994
HIPPODROME CASINO LIMITED,500 to 999,R,16.7684
HISCOX UNDERWRITING GROUP SERVICES LIMITED,1000 to 4999,S,42.71040000000001
HITACHI CONSULTING UK LIMITED,250 to 499,J,51.2904
HITACHI RAIL EUROPE LIMITED,1000 to 4999,H,1.4826
HITACHI SOLUTIONS EUROPE LTD,250 to 499,J,33.2424
HM Treasury,1000 to 4999,O,8.239
HML HOLDINGS PLC,250 to 499,M,26.6
HMSHOST UK LIMITED,500 to 999,N,3.57
HOBBS FASHION HOLDINGS LIMITED,1000 to 4999,M,6.719999999999999
HOBBS LIMITED,1000 to 4999,G,64.80000000000001
HOBBS LIMITED,1000 to 4999,G,64.80000000000001
HOBSON PRIOR INTERNATIONAL LTD,Less than 250,N,31.5088
HOGAN LOVELLS SERVICES,1000 to 4999,N,18.782100000000003
HOGARTH WORLDWIDE LIMITED,500 to 999,M,20.650999999999996
HOGARTH WORLDWIDE LIMITED,500 to 999,M,20.650999999999996
Home Office,"20,000 or more",O,10.771199999999999
